CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
CID-000878,Park8963,361,France,Male,32,2,112110.62,1,1,0,64996.41,No
CID-000879,Diaz4941,564,France,Female,55,7,53147.05,2,0,1,112297.55,No
CID-000880,Wong9859,676,Germany,Male,53,8,223237.49,2,1,1,135542.31,No
CID-000881,Davis2674,582,,Male,87,0,141937.09,1,0,1,151184.31,No
CID-000882,Mendoza9946,515,France,Male,48,6,216790.51,1,1,1,50133.55,No
CID-000883,Garcia4518,712,France,Male,63,7,195814.01,2,1,1,195959.96,No
CID-000884,Kim5350,448,Germany,Female,65,0,174037.65,3,0,1,182962.11,Yes
CID-000885,Kim6266,597,Germany,Male,84,1,77337.23,2,1,1,143658.32,No
CID-000886,Kim2037,813,Spain,Female,24,5,100997.75,2,1,1,165703.93,No
CID-000887,Patel4237,813,Germany,Female,54,4,63520.28,3,1,1,191070.24,No
CID-000888,Mendoza2114,681,France,Male,39,9,69323.93,2,1,0,93304.45,No
CID-000889,Wong62,521,Germany,Male,73,4,249047.55,2,0,1,94173.17,Yes
CID-000890,Tanaka7296,385,France,Male,47,1,86451.3,1,0,1,75051.67,No
CID-000891,Nguyen542,434,Germany,Female,48,5,23504.13,2,1,1,113067.23,No
CID-000892,Diaz1197,752,Germany,Female,40,3,48114.44,2,1,0,68693.72,No
CID-000893,Diaz4960,806,Germany,Female,75,9,108980.04,3,0,1,105797.22,No
CID-000894,Smith4313,655,Germany,Female,78,1,205902.58,2,0,1,86762.46,Yes
CID-000895,Davis3751,843,France,Male,59,7,159438.25,1,1,0,151083.63,No
CID-000896,Ali6399,577,Spain,Male,80,8,137488.75,2,1,0,31082.7,No
CID-000897,Cohen3142,714,France,Female,55,10,25958.57,1,0,1,91310.14,No
CID-000898,Diaz787,443,Germany,Male,57,1,188913.6,1,1,1,105187.25,Yes
CID-000899,Jones5376,476,France,Female,76,3,212938.48,3,1,0,102340.87,Yes
CID-000900,Park308,397,Germany,Female,27,7,249620.94,1,0,1,79331.7,No
CID-000901,Lee4927,543,Germany,Male,43,3,118959.77,1,0,0,111005.41,Yes
CID-000902,Williams9911,808,Germany,Female,83,8,219771.41,1,1,0,37148.26,Yes
CID-000903,Jones6066,578,France,Male,51,10,19385.76,1,1,0,88844.4,No
CID-000904,Kim5739,530,Spain,Female,57,9,234125.79,2,1,1,130515.13,No
CID-000905,Khan4281,619,France,Male,79,7,94672.34,2,0,0,99449.77,No
CID-000906,Tanaka2593,445,Spain,Female,57,3,148084.53,2,1,0,100459.74,No
CID-000907,Khan5384,625,France,Female,30,7,36412.27,1,1,0,47902.26,No
CID-000908,Mendoza7659,442,Spain,Male,86,8,150813.1,2,1,1,154643.8,No
CID-000909,Jones1932,831,Germany,Female,33,9,143221.39,1,1,1,66499.99,No
CID-000910,Wong2265,716,France,Male,53,8,51328.62,1,1,1,196086.41,No
CID-000911,Wong8211,728,France,Male,52,1,207355.53,1,1,1,179319.96,No
CID-000912,Ali4800,511,Spain,Male,73,5,107239.83,2,1,1,182327.14,No
CID-000913,Williams3391,627,Germany,Male,88,10,53793.66,4,1,1,79227.92,No
CID-000914,Cohen6124,513,France,Male,30,5,209411.51,2,1,1,187562.46,No
CID-000915,Wong3032,827,France,Male,22,10,200856.67,2,1,1,111242.56,No
CID-000916,Wong1329,528,Germany,Male,83,8,224672.25,3,0,1,56549.29,No
CID-000917,Smith2709,605,Germany,Female,24,6,12180.65,2,0,0,12154.91,Yes
CID-000918,Jones8926,629,France,Female,54,5,236987.21,1,0,1,169783.71,No
CID-000919,Ali1072,434,Spain,Male,72,2,234085.14,4,0,0,105931.35,Yes
CID-000920,Ali5920,839,France,Male,18,10,186956.73,1,1,1,178878.1,No
CID-000921,Lee4519,703,France,Female,82,4,75465.47,2,1,1,148012.95,No
CID-000922,Park6468,799,France,Male,67,10,179334.53,2,1,1,21858.59,No
CID-000923,Patel8790,475,France,Female,76,0,155957.91,1,0,0,143963.2,Yes
CID-000924,Nguyen6471,566,Germany,Male,34,10,184262.65,2,1,1,94360.05,No
CID-000925,Smith2117,627,Germany,Male,84,0,57901.44,2,1,1,54145.97,Yes
CID-000926,Lee2166,645,France,Female,54,3,85599.54,2,0,0,193182.01,No
CID-000927,Jones7100,581,Germany,Female,27,9,6534.71,2,1,0,67992.68,No
CID-000928,Ali7880,652,Germany,Male,77,1,111685.94,2,0,0,66438.41,Yes
CID-000929,Cohen5332,354,France,Male,35,9,81956.64,1,1,0,152856.2,No
CID-000930,Tanaka6892,785,France,Male,45,1,48870.67,2,1,0,46416.11,Yes
CID-000931,Kim7617,465,Germany,Male,89,8,249410.16,2,1,0,171001.06,No
CID-000932,Cohen7280,607,Spain,Female,44,0,180224.35,1,1,0,147819.82,Yes
CID-000933,Garcia3005,833,Spain,Male,71,5,160534.39,1,1,1,69881.93,No
CID-000934,Park2517,730,Spain,Male,81,6,20267.43,1,1,1,136140.56,No
CID-000935,Smith4100,438,Germany,Male,46,6,111006.77,1,1,1,81272.23,No
CID-000936,Williams6050,717,France,Male,42,2,134482.51,1,1,0,187924.12,No
CID-000937,Smith3688,736,Spain,Male,87,6,167340.94,1,1,1,172599.25,No
CID-000938,Cohen944,502,France,Female,23,0,67555.73,1,1,0,176362.19,No
CID-000939,Patel4623,431,Spain,Male,76,5,48000.49,3,1,0,121000.66,No
CID-000940,Brown8721,829,France,Male,75,3,88875.06,2,1,1,34565.77,No
CID-000941,Khan5465,375,Germany,Female,86,6,180601.44,1,1,1,38750.21,No
CID-000942,Rossi9808,427,France,Male,29,10,235800.51,1,1,0,120450.54,No
CID-000943,Davis4200,667,Germany,Female,35,7,131078.96,2,1,1,136958.33,No
CID-000944,Cohen7960,602,Spain,Male,31,10,116676.01,1,0,1,116906.58,No
CID-000945,Cohen7618,430,France,Female,18,7,234804.77,1,1,1,85332.41,No
CID-000946,Ali3142,737,France,Male,68,1,164388.92,1,1,0,139655.49,Yes
CID-000947,Khan13,472,Spain,Male,23,4,95424.81,2,1,1,63585.2,No
CID-000948,Wong7250,568,Spain,Female,86,6,231861.6,2,0,0,119841.52,No
CID-000949,Brown7306,847,France,Male,50,7,89319.78,2,1,0,61751.04,No
CID-000950,Brown2674,416,France,Male,78,0,147562.84,1,0,1,182590.78,No
CID-000951,Wong5507,805,France,Male,87,7,142221.09,2,1,1,14001.12,No
CID-000952,Park7934,758,France,Female,32,10,86469.08,1,1,1,28731.56,No
CID-000953,Davis7459,768,Spain,Male,24,0,31703.17,1,0,1,70192.62,No
CID-000954,Singh9338,477,Germany,Female,46,6,173399.73,2,0,0,157480.68,No
CID-000955,Rossi2282,497,France,Female,62,2,162669.27,2,1,1,154902.74,No
CID-000956,Williams6033,385,Germany,Male,32,5,73717.37,1,1,0,94148.46,No
CID-000957,Brown7626,509,France,Male,51,7,233543.1,3,1,1,110008.79,No
CID-000958,Lee4629,513,Germany,Female,73,10,87427.16,2,1,1,150606.8,No
CID-000959,Park3647,508,France,Male,45,6,70782.37,1,1,0,132645.99,No
CID-000960,Park4124,830,France,Male,44,2,165166.23,1,1,0,154225.8,No
CID-000961,Wong8189,482,Spain,Male,35,2,75142.7,1,1,0,161478.32,No
CID-000962,Rossi5953,671,Spain,Female,34,2,205989.64,1,1,1,196006.03,No
CID-000963,Smith9731,561,Germany,Female,39,9,242264.51,4,0,0,191650.38,No
CID-000964,Cohen9583,389,Germany,Male,25,1,116547.62,2,1,1,140448.53,No
CID-000965,Diaz25,351,France,Female,84,5,74809.03,3,1,1,57332.51,No
CID-000966,Smith2666,705,France,Female,52,8,28942.48,1,1,1,11102.7,No
CID-000967,Lee6241,646,Germany,Female,44,9,94219.6,1,1,1,26111.31,No
CID-000968,Singh4587,410,Germany,Female,77,1,153072.11,2,0,0,173988.78,Yes
CID-000969,Garcia1966,567,Germany,Male,32,10,63473.55,2,0,0,147408.64,No
CID-000970,Brown6815,839,France,Male,83,5,107313.19,2,1,0,92606.85,No
CID-000971,Williams8987,489,Germany,Male,35,4,65890.36,1,1,0,107546.57,No
CID-000972,Singh3142,819,France,Male,24,9,157642.09,1,1,0,181938.2,Yes
CID-000973,Davis1283,581,France,Female,68,6,65340.52,2,0,1,41923.02,No
CID-000974,Jones784,609,Spain,Female,23,8,180284.73,1,1,1,23278.41,No
CID-000975,Khan196,730,France,Female,50,1,7621.97,3,1,0,182017.34,No
CID-000976,Smith6330,484,Spain,Female,75,3,51830.8,1,1,1,46262.74,No
CID-000977,Nguyen4482,806,Germany,Male,30,9,230541.05,2,1,0,197764.28,No
CID-000978,Singh7216,534,Germany,Male,46,8,88354.5,3,0,1,73613.41,No
CID-000979,Khan3605,390,Spain,Female,26,9,143525.26,1,1,1,84849.84,No
CID-000980,Wong8641,673,Germany,Female,26,3,65001.98,1,1,1,115968.52,No
CID-000981,Jones3886,789,France,Male,69,8,67.26,2,0,1,143676.74,No
CID-000982,Smith860,534,France,Male,31,0,120950.48,1,1,1,125765.86,No
CID-000983,Garcia5825,627,Germany,Male,88,10,27827.49,4,1,0,76861.0,No
CID-000984,Ali854,592,France,Male,27,7,164458.03,1,1,0,160294.5,No
CID-000985,Lee7082,756,Spain,Male,53,8,76196.64,1,1,0,31440.68,No
CID-000986,Williams3995,425,France,Male,81,0,160589.66,2,1,1,107621.42,No
CID-000987,Singh9543,758,Germany,Male,87,2,137011.52,3,1,0,63879.82,Yes
CID-000988,Davis5192,700,France,Female,46,5,193913.08,2,0,0,27364.35,No
CID-000989,Brown696,695,France,Male,62,5,25321.13,1,1,0,160455.02,No
CID-000990,Mendoza7176,560,France,Female,49,0,112501.56,2,1,1,145421.68,No
CID-000991,Williams663,623,France,Male,32,1,48488.17,2,1,0,59617.13,No
CID-000992,Jones5521,762,France,Male,50,6,2852.08,3,1,1,59376.82,No
CID-000993,Garcia2946,847,France,Female,36,7,152597.16,1,1,1,172832.86,No
CID-000994,Mendoza4083,638,France,Male,83,8,171821.97,2,1,1,125959.08,No
CID-000995,Ali6257,481,Germany,Female,32,4,54855.89,4,1,0,118618.64,Yes
CID-000996,Park2070,432,Germany,Female,45,7,32024.52,1,1,0,162428.57,No
CID-000997,Singh5563,664,France,Male,66,10,168890.82,1,1,1,149738.56,No
CID-000998,Singh1796,713,France,Female,54,3,178677.23,1,1,0,70162.53,No
CID-000999,Singh7248,518,France,Male,61,6,177858.15,1,0,1,29873.57,No
CID-001000,Khan6945,830,France,Female,29,0,245176.18,1,0,0,176119.88,Yes
CID-001001,Smith185,564,France,Female,75,4,484.19,3,0,0,37949.13,No
CID-001002,Kim7978,409,Germany,Female,22,0,5933.08,2,1,0,29943.54,Yes
CID-001003,Diaz2452,425,Germany,Male,84,2,58200.16,1,1,0,55025.81,Yes
CID-001004,Kim729,753,France,Male,61,8,90260.73,3,1,0,25526.07,No
CID-001005,Rossi4595,784,France,Male,74,10,112701.52,1,1,0,85020.04,No
CID-001006,Khan283,587,France,Male,79,8,11988.14,1,1,1,77890.44,No
CID-001007,Cohen3332,603,France,Female,83,6,173057.39,1,1,1,118181.42,No
CID-001008,Smith3198,406,Spain,Male,52,3,73801.67,1,1,0,68554.72,No
CID-001009,Mendoza8013,609,France,Male,26,2,159414.0,2,1,1,179872.68,No
CID-001010,Tanaka2586,549,France,Male,39,9,43072.79,4,0,1,199131.28,No
CID-001011,Cohen6683,422,Germany,Female,76,9,64184.21,1,0,0,108782.42,Yes
CID-001012,Wong1274,797,France,Male,60,4,144405.88,2,0,1,175238.26,No
CID-001013,Smith8905,470,France,Female,44,5,211896.52,1,1,1,47798.93,No
CID-001014,Kim6377,573,Germany,Female,81,6,23846.53,2,1,1,89079.24,No
CID-001015,Garcia5029,521,Spain,Male,71,1,179152.8,3,1,1,133303.62,No
CID-001016,Davis5637,715,France,Male,90,1,52629.19,2,0,0,93964.04,Yes
CID-001017,Davis4846,576,France,Female,43,6,81820.33,1,1,0,40249.34,No
CID-001018,Smith6776,719,Spain,Female,81,5,4160.96,1,1,1,161049.56,No
CID-001019,Lee1077,714,Germany,Female,20,7,66916.9,2,1,1,160213.08,No
CID-001020,Smith9178,514,France,Male,58,7,239185.63,1,0,1,140763.68,No
CID-001021,Williams4769,380,France,Female,74,10,71337.48,1,1,1,118438.89,No
CID-001022,Ali3870,719,Germany,Female,37,5,130505.55,4,0,0,182605.4,No
CID-001023,Diaz4923,811,France,Male,51,7,164937.47,2,0,0,108222.13,No
CID-001024,Ali809,761,Spain,Male,71,5,54329.3,2,0,1,69195.64,No
CID-001025,Kim6783,620,France,Male,82,1,157810.89,1,0,1,93108.66,No
CID-001026,Khan9014,580,France,Female,76,9,246546.07,1,1,1,159570.54,No
CID-001027,Khan8362,670,Germany,Male,22,6,21304.44,1,1,1,195562.75,No
CID-001028,Singh6908,512,France,Female,68,0,16359.51,2,1,0,36770.26,No
CID-001029,Lee1229,740,France,Male,39,7,81369.69,2,1,1,129729.67,No
CID-001030,Nguyen4750,786,France,Male,20,9,92363.1,1,0,0,153163.94,No
CID-001031,Park9803,658,Spain,Female,66,5,226829.69,1,1,0,141300.95,Yes
CID-001032,Brown5020,376,France,Female,26,9,146447.22,1,0,0,129702.02,No
CID-001033,Brown5008,423,France,Male,32,0,161213.84,1,1,0,119536.97,No
CID-001034,Singh7741,383,France,Female,43,1,25502.81,2,1,1,51581.79,No
CID-001035,Nguyen5631,419,France,Male,79,4,210334.84,1,1,0,103644.52,No
CID-001036,Park1330,693,Germany,Female,76,10,109954.68,3,1,1,123106.35,No
CID-001037,Jones9788,574,Germany,Female,20,5,47837.21,2,1,1,193095.22,No
CID-001038,Davis3456,725,Spain,Female,59,8,228112.07,2,1,1,54143.2,No
CID-001039,Garcia9691,846,Spain,Male,63,4,90988.74,1,1,0,59632.5,Yes
CID-001040,Ali4201,808,France,Male,73,3,29935.28,1,1,1,169798.46,No
CID-001041,Mendoza5758,803,France,Female,64,8,69508.99,1,1,1,197011.52,No
CID-001042,Diaz6394,575,Germany,Female,57,1,133676.08,1,0,1,111055.63,Yes
CID-001043,Singh3841,498,France,Male,76,10,172494.53,1,1,1,61787.32,No
CID-001044,Nguyen698,390,Germany,Female,44,4,245242.57,2,1,1,39765.8,No
CID-001045,Khan7194,826,France,Female,45,9,18961.85,1,1,0,191271.54,No
CID-001046,Nguyen812,839,France,Female,83,2,51636.02,1,1,0,111289.86,No
CID-001047,Nguyen7464,746,Germany,Female,59,0,21222.26,1,1,1,172358.16,No
CID-001048,Diaz6895,783,Germany,Female,47,8,32873.99,1,0,1,178328.25,No
CID-001049,Wong1679,560,France,Female,83,8,165162.05,1,1,1,88627.83,No
CID-001050,Lee3549,702,Spain,Male,48,2,159453.64,2,0,0,108090.34,No
CID-001051,Nguyen7034,823,France,Female,46,0,103314.13,1,1,0,132478.59,Yes
CID-001052,Patel1168,619,France,Male,85,4,70970.4,1,1,1,124634.15,No
CID-001053,Tanaka9027,472,Germany,Male,61,7,62496.74,1,1,0,110991.22,No
CID-001054,Khan6447,615,France,Female,32,4,200370.78,1,0,1,199484.24,No
CID-001055,Smith9191,776,Germany,Male,46,0,186820.48,2,1,1,180719.79,No
CID-001056,Williams5082,728,Germany,Female,24,7,10279.38,1,1,1,36915.11,No
CID-001057,Lee9453,748,France,Male,60,10,166122.82,3,0,0,52957.69,No
CID-001058,Davis3709,357,France,Female,80,5,122172.3,2,0,1,151579.27,No
CID-001059,Patel8119,454,Spain,Female,23,1,140132.13,1,1,1,167129.8,No
CID-001060,Nguyen1164,381,Germany,Female,39,1,48353.63,2,1,1,16618.26,No
CID-001061,Nguyen9077,566,France,Female,33,5,15133.15,2,1,1,153855.39,No
CID-001062,Park3477,444,Germany,Female,66,1,37377.73,2,1,1,34158.86,No
CID-001063,Park123,405,France,Male,61,8,141169.53,1,1,1,160419.27,No
CID-001064,Brown2098,807,France,Female,51,8,162912.49,1,1,0,55911.9,No
CID-001065,Nguyen6851,821,France,Female,52,7,222453.64,2,1,1,15600.72,No
CID-001066,Lee599,687,Germany,Male,79,0,171656.48,2,0,1,136373.5,Yes
CID-001067,Williams3731,806,Spain,Female,31,4,50180.68,3,0,1,81241.92,No
CID-001068,Ali6319,448,France,Female,73,0,117615.98,2,1,1,,No
CID-001069,Garcia6490,505,France,Male,60,4,114668.05,2,1,1,112314.27,No
CID-001070,Brown9530,740,Germany,Female,47,0,202683.26,2,1,1,98611.17,Yes
CID-001071,Nguyen7383,516,Germany,Female,89,4,147521.48,2,1,0,164126.91,No
CID-001072,Ali1083,557,Germany,Male,32,6,67893.5,2,0,1,56774.26,No
CID-001073,Brown3120,423,France,Female,28,4,80609.88,1,0,1,53017.4,No
CID-001074,Williams6422,381,France,Female,83,1,37292.37,2,1,1,21560.21,No
CID-001075,Garcia6746,656,Spain,Female,48,8,107178.16,2,0,1,94271.39,No
CID-001076,Williams7978,467,Germany,Female,76,10,110063.96,2,1,0,116451.72,No
CID-001077,Ali292,755,France,Female,88,2,185004.48,1,0,0,107716.16,Yes
CID-001078,Garcia9350,645,France,Male,89,6,69833.76,1,1,0,93109.61,No
CID-001079,Mendoza1842,620,Spain,Male,91,8,106395.95,3,1,0,85151.23,No
CID-001080,Davis5654,800,France,Male,43,9,40042.32,2,0,1,27260.42,No
CID-001081,Davis2924,425,France,Male,76,1,204608.98,2,1,1,33800.59,No
CID-001082,Park1301,825,France,Male,42,8,162815.46,2,1,0,172914.14,No
CID-001083,Jones9804,549,Spain,Male,29,8,75551.13,2,1,1,122915.28,No
CID-001084,Brown1445,786,Spain,Male,44,10,58560.9,1,0,1,31275.98,No
CID-001085,Ali4623,378,Spain,Male,75,10,200778.1,4,1,1,24851.96,No
CID-001086,Cohen3221,554,Spain,Female,51,8,18103.95,1,1,1,82146.18,No
CID-001087,Lee3441,597,Spain,Male,61,5,40282.55,1,1,1,178267.51,No
CID-001088,Jones6785,572,France,Male,33,10,105158.71,2,1,1,90307.33,No
CID-001089,Tanaka4350,633,France,Female,66,3,173869.32,2,0,1,166062.56,No
CID-001090,Wong8926,537,Germany,Female,57,9,181713.75,2,1,1,108485.8,No
CID-001091,Singh3018,849,Germany,Male,69,2,159362.74,3,1,0,173289.96,Yes
CID-001092,Wong315,462,Spain,Male,52,6,141707.94,2,1,1,54818.89,No
CID-001093,Diaz3377,545,Spain,Female,83,8,167946.27,1,0,0,121673.66,No
CID-001094,Diaz4698,468,Germany,Male,21,7,110934.84,3,1,1,135881.85,No
CID-001095,Lee8127,616,Germany,Female,45,4,78632.84,1,1,0,122800.85,Yes
CID-001096,Singh938,404,Germany,Male,53,0,85045.71,1,1,0,158736.27,Yes
CID-001097,Patel4594,559,France,Male,41,9,33607.36,1,0,0,192341.26,No
CID-001098,Davis9363,553,Germany,Male,25,3,99237.03,2,1,0,199275.43,Yes
CID-001099,Singh9663,652,Germany,Female,30,3,59350.84,3,1,1,25633.05,No
CID-001100,Park7138,464,Germany,Male,91,5,81084.47,1,0,1,193451.66,No
CID-001101,Brown5301,602,,Female,56,0,208234.48,2,1,0,79968.58,Yes
CID-001102,Ali5406,370,France,Female,55,10,57670.67,2,1,0,,No
CID-001103,Jones8462,481,France,Female,24,3,2333.55,3,1,0,125085.63,No
CID-001104,Jones1527,498,Germany,Female,54,4,69240.35,1,1,0,180572.74,No
CID-001105,Lee1939,456,Germany,Male,63,8,165514.19,1,1,0,198307.05,Yes
CID-001106,Mendoza1787,770,France,Male,83,6,48513.28,1,1,1,37504.17,No
CID-001107,Cohen2224,729,Germany,Male,28,3,129739.25,1,1,0,175448.13,No
CID-001108,Williams4722,770,France,Female,24,8,59128.14,1,0,0,160504.23,No
CID-001109,Nguyen1319,799,Spain,Female,68,7,198872.36,2,0,0,25151.22,No
CID-001110,Garcia1159,757,France,Female,65,9,174861.81,1,1,0,137042.77,No
CID-001111,Wong9638,465,France,Female,72,0,119005.75,1,1,0,75575.42,Yes
CID-001112,Tanaka9886,489,Spain,Female,48,9,245.21,2,1,0,64805.71,No
CID-001113,Kim7982,581,Germany,Male,30,0,199860.73,2,0,0,11377.16,Yes
CID-001114,Brown7823,382,France,Female,47,7,62199.79,1,1,0,171637.54,No
CID-001115,Williams7601,719,France,Female,50,0,73741.54,1,1,1,126670.88,No
CID-001116,Nguyen1881,485,Spain,Male,82,7,69876.85,1,0,0,114843.84,No
CID-001117,Kim4985,352,Germany,Female,55,0,244622.95,4,1,1,176477.48,Yes
CID-001118,Tanaka1639,407,Germany,Female,53,5,18386.63,1,0,0,,No
CID-001119,Mendoza628,831,Spain,Female,69,4,62357.8,2,1,0,63674.74,No
CID-001120,Jones333,712,France,Male,53,0,109705.63,1,1,1,164000.64,No
CID-001121,Jones7143,584,France,Male,52,0,161406.88,2,0,1,61897.29,No
CID-001122,Patel9344,812,Germany,Male,78,0,241430.09,2,1,1,13345.83,Yes
CID-001123,Khan1580,510,France,Female,23,0,203940.22,2,1,0,41685.32,No
CID-001124,Park7857,797,Spain,Male,84,0,135964.0,1,1,1,199510.8,No
CID-001125,Brown5707,398,France,Male,73,6,124638.68,1,0,1,119859.7,No
CID-001126,Nguyen625,423,Spain,Female,51,10,174683.02,1,1,0,45651.29,No
CID-001127,Garcia520,754,Spain,Male,69,0,76349.58,1,1,1,152602.04,No
CID-001128,Rossi5360,670,Germany,Female,34,10,60278.21,2,0,1,172764.21,No
CID-001129,Kim8916,441,France,Female,56,1,38605.73,2,0,0,111806.68,No
CID-001130,Smith510,611,Germany,Female,24,5,197797.44,1,1,1,91936.34,No
CID-001131,Wong8369,558,Spain,Female,71,8,78177.49,1,1,0,143492.1,No
CID-001132,Patel671,761,Spain,Female,39,7,50566.26,3,1,0,132523.26,No
CID-001133,Diaz5508,815,France,Male,22,6,62896.51,1,1,1,104303.9,No
CID-001134,Williams3089,815,France,Female,61,7,106588.35,1,0,0,195907.75,No
CID-001135,Garcia1631,426,Germany,Female,24,0,204408.21,2,1,1,154842.43,No
CID-001136,Diaz8214,495,Spain,Female,26,3,102100.36,1,0,1,13831.54,No
CID-001137,Patel2903,758,Spain,Male,77,2,216871.79,2,1,1,138885.75,No
CID-001138,Jones3538,759,France,Female,88,7,65492.16,1,0,1,138485.66,No
CID-001139,Davis7759,523,Germany,Female,59,7,44121.43,2,0,1,164980.62,No
CID-001140,Mendoza3088,473,France,Female,18,1,207885.55,2,1,1,142471.42,No
CID-001141,Tanaka4318,714,Spain,Male,29,10,114613.47,3,0,0,104673.92,No
CID-001142,Williams3689,647,France,Female,63,4,153954.04,1,1,1,176825.48,No
CID-001143,Smith3823,426,Germany,Female,71,2,153558.1,2,1,1,26582.92,Yes
CID-001144,Kim4105,457,France,Female,27,8,54833.89,2,1,1,169412.39,No
CID-001145,Khan4069,848,France,Male,85,10,86492.87,1,0,1,153222.67,No
CID-001146,Williams9349,782,Spain,Male,75,10,151048.53,2,1,1,176323.2,No
CID-001147,Wong1252,779,France,Female,87,1,26667.18,2,0,0,55556.12,No
CID-001148,Garcia5533,548,Germany,Male,69,6,231357.85,1,1,1,39751.91,No
CID-001149,Ali713,823,France,Female,84,3,168659.58,3,0,0,112245.02,Yes
CID-001150,Smith1903,449,Spain,Female,76,6,96333.06,1,1,1,103121.85,No
CID-001151,Patel1945,765,Germany,Male,76,1,53851.23,2,1,1,,No
CID-001152,Khan9150,585,Spain,Male,57,1,14363.58,3,0,1,22856.13,No
CID-001153,Patel9318,816,France,Female,38,2,8846.85,1,0,0,132604.04,Yes
CID-001154,Patel7791,426,Spain,Male,63,9,209741.92,2,1,1,12535.64,No
CID-001155,Singh2969,812,Spain,Female,32,10,146349.18,2,1,1,64859.95,No
CID-001156,Wong9698,500,France,Male,90,3,181220.16,1,1,1,148605.33,No
CID-001157,Smith2934,717,Spain,Female,50,0,118383.84,2,0,0,40370.71,Yes
CID-001158,Davis5133,581,France,Female,65,5,182980.81,2,0,1,145518.03,No
CID-001159,Brown9953,452,Germany,Female,56,1,102577.15,2,0,0,58405.35,Yes
CID-001160,Patel4425,438,France,Female,79,4,65404.45,1,0,0,156431.12,Yes
CID-001161,Park2759,390,France,Female,74,10,103489.78,3,0,0,84792.53,No
CID-001162,Patel602,371,France,Male,31,2,2997.22,1,0,1,82762.87,No
CID-001163,Kim386,576,Germany,Female,68,0,207362.53,2,1,0,139094.15,Yes
CID-001164,Tanaka691,477,Germany,Female,64,9,147579.03,1,1,1,182698.12,No
CID-001165,Nguyen4026,432,France,Male,27,4,69995.06,1,0,1,101098.61,No
CID-001166,Diaz9777,597,France,Male,38,4,169338.24,2,1,1,25869.96,No
CID-001167,Tanaka9575,736,France,Male,76,9,173554.08,1,1,1,183823.07,No
CID-001168,Garcia9263,650,Spain,Female,20,7,24290.2,1,0,1,148645.17,No
CID-001169,Jones1354,572,Germany,Female,51,4,52320.4,2,0,0,68587.99,Yes
CID-001170,Smith6827,784,France,Male,21,2,185950.51,2,1,1,126617.67,No
CID-001171,Brown7987,491,Spain,Male,51,9,177997.09,2,1,1,72933.84,No
CID-001172,Kim525,365,France,Female,23,0,78689.39,4,1,0,172675.97,Yes
CID-001173,Ali573,449,France,Female,91,0,72185.81,1,1,0,185051.65,No
CID-001174,Williams5257,561,France,Male,48,1,138862.62,2,1,0,20337.03,Yes
CID-001175,Singh1887,548,France,Male,48,10,177188.65,4,1,1,106470.33,No
CID-001176,Ali2945,764,France,Female,60,8,128144.1,2,0,0,25968.61,No
CID-001177,Brown237,647,Spain,Male,18,7,61033.39,2,1,1,113451.12,No
CID-001178,Rossi7383,487,Germany,Female,69,0,124883.22,2,1,1,118052.22,Yes
CID-001179,Park9456,619,Germany,Male,24,0,61104.72,2,1,1,113674.87,Yes
CID-001180,Patel4562,542,France,Female,34,7,203114.0,1,1,1,165716.61,No
CID-001181,Wong4435,541,France,Female,67,0,51884.36,2,1,0,85646.53,No
CID-001182,Jones8039,599,Germany,Female,41,6,186077.45,1,1,0,118178.91,Yes
CID-001183,Smith9712,836,Germany,Female,20,2,147307.74,2,1,1,172722.4,No
CID-001184,Cohen5430,526,France,Female,49,10,146381.84,1,1,1,67827.31,No
CID-001185,Smith5301,555,Germany,Male,88,7,245491.35,2,1,0,176118.49,Yes
CID-001186,Mendoza1399,477,France,Male,46,2,245007.01,1,0,0,96860.07,No
CID-001187,Brown3181,537,,Male,88,6,191613.4,2,1,0,19038.61,Yes
CID-001188,Kim3053,475,Spain,Male,32,2,200589.95,1,0,0,57333.3,Yes
CID-001189,Singh2317,410,Germany,Male,56,10,193514.4,2,1,0,48976.7,No
CID-001190,Brown9442,428,France,Male,58,8,119918.5,1,0,1,121663.19,No
CID-001191,Park701,685,Germany,Male,28,9,186659.44,1,1,1,51465.58,No
CID-001192,Brown9613,562,Spain,Female,18,9,172420.05,2,0,1,182245.94,No
CID-001193,Davis5405,646,Spain,Male,42,9,109027.37,1,1,0,26707.17,No
CID-001194,Smith6361,703,Spain,Male,56,6,154798.41,2,1,1,193251.12,No
CID-001195,Davis3291,748,Germany,Female,24,9,122436.23,2,1,1,19767.18,No
CID-001196,Diaz143,775,France,Male,78,9,75360.2,1,1,0,64576.45,No
CID-001197,Khan400,657,France,Male,26,2,77607.41,1,1,0,59119.81,No
CID-001198,Rossi3068,471,France,Female,38,8,221696.66,4,0,1,195258.53,No
CID-001199,Rossi4173,558,France,Female,34,0,6426.95,4,1,0,45627.7,No
CID-001200,Patel7470,420,Spain,Male,30,8,128294.13,1,0,1,36778.06,No
CID-001201,Patel7466,646,France,Male,88,2,229761.21,1,1,1,52114.55,No
CID-001202,Brown1141,695,Germany,Female,22,4,102064.77,2,0,0,15252.24,No
CID-001203,Rossi198,582,France,Male,33,4,61928.16,1,1,0,163443.66,No
CID-001204,Khan8581,519,France,Male,21,0,80030.98,1,1,0,86028.04,No
